eps,min_samples,n_clusters,n_noise,noise_ratio,accuracy,ari,nmi,balance_score
5.0,3.0,9.0,2686.0,0.8953333333333333,0.9840764331210191,0.856227351192126,0.757526506992215,0.6818987786060454
